company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_score,daily_rank,difficulty_class
OO,5699,2025-08-15,ORD,SAV,0.32313677930884394,212.0,Easy
OO,5729,2025-08-02,ORD,FNT,0.3644182730607278,238.0,Easy
OO,5790,2025-08-02,ORD,CRW,0.3634457692506194,247.0,Easy
UA,907,2025-08-09,ORD,FRA,0.4053722091699907,14.0,Easy
UA,2652,2025-08-08,ORD,RSW,0.27506958870258663,481.0,Medium
UA,2040,2025-08-03,ORD,DEN,0.3146920457773074,370.0,Easy
UA,1660,2025-08-11,ORD,SFO,0.3255400382009416,316.0,Easy
OO,5608,2025-08-14,ORD,GRB,0.3124047752224828,256.0,Easy
YX,3641,2025-08-08,ORD,GRR,0.32867119578774645,303.0,Easy
UA,2652,2025-08-14,ORD,RSW,0.3190227453998265,223.0,Easy
UA,2243,2025-08-04,ORD,RIC,0.26922500525321635,440.0,Medium
UA,2440,2025-08-07,ORD,LAS,0.31756507597613903,367.0,Easy
OO,5505,2025-08-09,ORD,SBN,0.24023965630355423,483.0,Medium
UA,602,2025-08-09,ORD,PHX,0.25197278570096837,476.0,Medium
OO,5852,2025-08-08,ORD,HSV,0.34453827640186047,225.0,Easy
YX,3641,2025-08-15,ORD,GRR,0.2734869596089511,411.0,Medium
UA,1909,2025-08-07,ORD,TVC,0.3682407353410884,128.0,Easy
UA,1421,2025-08-15,ORD,FLL,0.27946476536274795,388.0,Easy
OO,5517,2025-08-07,ORD,PVD,0.32147298239443434,351.0,Easy
UA,1413,2025-08-10,ORD,LGA,0.36528563306522704,88.0,Easy
G7,4461,2025-08-05,ORD,ABE,0.3003844192246639,379.0,Easy
OO,5051,2025-08-07,ORD,LAF,0.1888246797518448,541.0,Difficult
G7,4426,2025-08-12,ORD,BUF,0.3432438660835265,74.0,Easy
YX,3525,2025-08-08,ORD,YYZ,0.2905275470790216,440.0,Medium
G7,4425,2025-08-03,ORD,GRR,0.3833729190630957,49.0,Easy
UA,1492,2025-08-09,ORD,CMH,0.3135816654086339,311.0,Easy
OO,5020,2025-08-04,ORD,FOD,0.21765736277790504,551.0,Difficult
OO,5521,2025-08-14,ORD,ATW,0.26827117607565876,452.0,Medium
YX,3603,2025-08-10,ORD,CMH,0.34634910763826104,161.0,Easy
OO,5565,2025-08-11,ORD,CHO,0.3187053322308728,346.0,Easy
UA,938,2025-08-04,ORD,LHR,0.3026898056312984,278.0,Easy
OO,5821,2025-08-06,ORD,MKE,0.3463068291928076,175.0,Easy
OO,5360,2025-08-10,ORD,MBS,0.37896966123181075,44.0,Easy
OO,5320,2025-08-14,ORD,MKE,0.3019829828621199,303.0,Easy
G7,4549,2025-08-12,ORD,MLI,0.36358059005221094,39.0,Easy
G7,4533,2025-08-06,ORD,MSN,0.35815161432197135,133.0,Easy
G7,4476,2025-08-01,ORD,CAE,0.3112821719116689,446.0,Medium
OO,5435,2025-08-08,ORD,BDL,0.31701435854064897,348.0,Easy
UA,1899,2025-08-02,ORD,YYC,0.3430850306103117,348.0,Easy
OO,5395,2025-08-06,ORD,GSO,0.2745932431798994,422.0,Medium
YX,3663,2025-08-10,ORD,BGR,0.25082495934772087,515.0,Difficult
YX,3535,2025-08-11,ORD,MSN,0.2953556050709778,434.0,Medium
UA,1335,2025-08-05,ORD,BUF,0.3568254203565812,147.0,Easy
UA,1398,2025-08-10,ORD,ATL,0.28943123229625045,439.0,Medium
UA,1620,2025-08-09,ORD,SEA,0.3709999063974975,72.0,Easy
YX,3716,2025-08-14,ORD,CMH,0.3393992440335655,142.0,Easy
UA,2100,2025-08-04,ORD,SLC,0.3732143223955826,27.0,Easy
UA,533,2025-08-14,ORD,OMA,0.35858390316122807,74.0,Easy
G7,4552,2025-08-14,ORD,DAY,0.3385057845680208,146.0,Easy
UA,2172,2025-08-15,ORD,FAI,0.3442663438846918,121.0,Easy
UA,482,2025-08-07,ORD,CHS,0.2874940106572305,464.0,Medium
UA,534,2025-08-05,ORD,EWR,0.23104185940631308,490.0,Difficult
UA,617,2025-08-11,ORD,CLT,0.34541298707132956,225.0,Easy
YX,3525,2025-08-01,ORD,YYZ,0.31398659431083886,437.0,Medium
UA,1414,2025-08-12,ORD,BOI,0.309306097968351,191.0,Easy
OO,4792,2025-08-05,ORD,ROA,0.3529999511549516,165.0,Easy
G7,4574,2025-08-05,ORD,YOW,0.32272153096660583,301.0,Easy
YX,3468,2025-08-02,ORD,BGR,0.3670190906907222,226.0,Easy
UA,1082,2025-08-06,ORD,PIT,0.3059198713531606,325.0,Easy
UA,561,2025-08-05,ORD,MCI,0.3385633143460848,230.0,Easy
G7,4501,2025-08-11,ORD,AVP,0.34420601196987033,227.0,Easy
UA,2628,2025-08-03,ORD,BNA,0.3457071110835425,208.0,Easy
OO,5577,2025-08-05,ORD,JAX,0.35447516204131724,155.0,Easy
OO,5472,2025-08-09,ORD,MDT,0.33919856284969635,201.0,Easy
UA,1584,2025-08-13,ORD,LAX,0.34567084171406326,132.0,Easy
OO,5398,2025-08-13,ORD,IND,0.2879667326199934,370.0,Easy
YX,3551,2025-08-14,ORD,SDF,0.26341803201210123,465.0,Medium
UA,1775,2025-08-09,ORD,FLL,0.3488730475225868,147.0,Easy
OO,5383,2025-08-02,ORD,TVC,0.44633524796605306,16.0,Easy
G7,4431,2025-08-06,ORD,MSN,0.3711689708353632,88.0,Easy
OO,5712,2025-08-14,ORD,GSP,0.2738198462300468,424.0,Medium
OO,5131,2025-08-08,ORD,CMX,0.34719841261815215,215.0,Easy
UA,466,2025-08-12,ORD,DCA,0.1584311551142016,463.0,Medium
OO,5568,2025-08-12,ORD,MLI,0.26662849762763685,336.0,Easy
OO,5352,2025-08-01,ORD,CAK,0.37501631956685355,159.0,Easy
OO,5874,2025-08-07,ORD,PIA,0.33266485030973836,297.0,Easy
UA,1710,2025-08-08,ORD,SMF,0.40245084228665107,35.0,Easy
UA,1069,2025-08-14,ORD,DCA,0.305629024422217,290.0,Easy
UA,2177,2025-08-14,ORD,MSN,0.35355550308486344,85.0,Easy
YX,3707,2025-08-11,ORD,IND,0.36718821751566894,127.0,Easy
UA,1775,2025-08-05,ORD,FLL,0.3540344610741897,159.0,Easy
OO,5272,2025-08-13,ORD,MSN,0.31392005968942716,272.0,Easy
UA,468,2025-08-03,ORD,IAH,0.32923908466752216,294.0,Easy
UA,1030,2025-08-10,ORD,ABQ,0.32999234820289136,241.0,Easy
UA,1413,2025-08-07,ORD,LGA,0.31895205416191486,359.0,Easy
UA,2040,2025-08-13,ORD,DEN,0.27566024204530676,407.0,Medium
UA,275,2025-08-05,ORD,RAP,0.322229746369351,302.0,Easy
OO,5392,2025-08-09,ORD,OKC,0.34051791997398184,194.0,Easy
UA,466,2025-08-04,ORD,DCA,0.20381826832468344,554.0,Difficult
UA,2195,2025-08-11,ORD,BDL,0.35709918856788153,164.0,Easy
UA,2465,2025-08-03,ORD,ORF,0.35903426043720593,151.0,Easy
UA,2394,2025-08-06,ORD,DEN,0.34785479012749637,169.0,Easy
UA,482,2025-08-14,ORD,CHS,0.28955669859017313,371.0,Easy
UA,1269,2025-08-14,ORD,CLE,0.29704401473986286,337.0,Easy
OO,5977,2025-08-04,ORD,ICT,0.3047257109889111,265.0,Easy
UA,970,2025-08-14,ORD,FCO,0.25831768602056693,478.0,Medium
UA,580,2025-08-09,ORD,PDX,0.3927493564936375,25.0,Easy
UA,2144,2025-08-09,ORD,YYZ,0.3238547093794418,273.0,Easy
YX,3663,2025-08-01,ORD,BGR,0.3593654203247586,245.0,Easy
G7,4390,2025-08-03,ORD,CHA,0.30157299690282047,417.0,Medium
UA,2254,2025-08-03,ORD,PDX,0.39248459980088196,26.0,Easy
UA,2618,2025-08-02,ORD,STL,0.3735193625676479,201.0,Easy
UA,929,2025-08-13,ORD,LHR,0.29476484627531513,340.0,Easy
G7,4502,2025-08-01,ORD,LEX,0.3685707773552785,195.0,Easy
UA,2337,2025-08-08,ORD,IAD,0.37111622299872066,111.0,Easy
OO,5021,2025-08-07,ORD,SUX,0.3638460262564877,147.0,Easy
UA,2465,2025-08-09,ORD,ORF,0.3251517613267106,270.0,Easy
G7,4558,2025-08-09,ORD,XNA,0.28767838112867805,399.0,Easy
YX,3718,2025-08-12,ORD,MSN,0.30219260477831933,223.0,Easy
OO,4766,2025-08-01,ORD,OKC,0.37051151745152566,179.0,Easy
OO,4712,2025-08-07,ORD,ELP,0.3512037978765799,205.0,Easy
G7,4452,2025-08-07,ORD,RIC,0.3281218582364111,322.0,Easy
UA,1068,2025-08-08,ORD,IAD,0.3110028210621509,373.0,Easy
UA,1710,2025-08-04,ORD,SMF,0.5735130439311742,1.0,Easy
UA,1347,2025-08-07,ORD,FLL,0.3179792311383623,362.0,Easy
UA,2661,2025-08-04,ORD,LGA,0.240537155150118,520.0,Difficult
UA,1612,2025-08-09,ORD,MEM,0.22948134521144117,496.0,Difficult
OO,4778,2025-08-05,ORD,FAR,0.3109725822067043,344.0,Easy
UA,1082,2025-08-04,ORD,PIT,0.3159379848964111,218.0,Easy
UA,118,2025-08-04,ORD,EDI,0.32740000480159537,167.0,Easy
UA,739,2025-08-13,ORD,BZN,0.2917712536595889,351.0,Easy
UA,1677,2025-08-11,ORD,BOS,0.2865382296683141,467.0,Medium
G7,4501,2025-08-01,ORD,AVP,0.31069723808191846,447.0,Medium
OO,5435,2025-08-05,ORD,BDL,0.3010940866295596,378.0,Easy
UA,2329,2025-08-03,ORD,DTW,0.371580610593683,94.0,Easy
OO,5021,2025-08-11,ORD,SUX,0.2969794056689257,429.0,Medium
G7,4552,2025-08-13,ORD,DAY,0.3587377498213163,84.0,Easy
UA,2071,2025-08-14,ORD,SAN,0.1618919197020958,552.0,Difficult
G7,4549,2025-08-15,ORD,MLI,0.3371339160552472,147.0,Easy
UA,1659,2025-08-13,ORD,CUN,0.31181460933415656,275.0,Easy
OO,5358,2025-08-02,ORD,CAK,0.36435392028432656,239.0,Easy
UA,2487,2025-08-09,ORD,PHL,0.28429949597456483,409.0,Medium
UA,2039,2025-08-10,ORD,MCO,0.28880253732961736,442.0,Medium
OO,4636,2025-08-02,ORD,SBN,0.38966428451430646,129.0,Easy
G7,4185,2025-08-01,ORD,STL,0.3667021385716222,202.0,Easy
UA,2684,2025-08-02,ORD,FCA,0.35415088537713796,290.0,Easy
UA,2387,2025-08-08,ORD,MCO,0.2729617846495407,485.0,Medium
G7,4474,2025-08-09,ORD,AVL,0.31850362564802626,289.0,Easy
OO,5833,2025-08-09,ORD,DTW,0.33762804658843487,208.0,Easy
UA,1778,2025-08-13,ORD,OMA,0.30648150731946416,298.0,Easy
UA,1270,2025-08-01,ORD,PUJ,0.36358064013612273,218.0,Easy
OO,5447,2025-08-12,ORD,PVD,0.3154859764649809,168.0,Easy
OO,5526,2025-08-05,ORD,ATW,0.34912932812193054,178.0,Easy
YX,3614,2025-08-14,ORD,MCI,0.2632550643748852,467.0,Medium
G7,4468,2025-08-11,ORD,LEX,0.3335186155411288,285.0,Easy
OO,5852,2025-08-06,ORD,HSV,0.23284414886238103,469.0,Medium
UA,1291,2025-08-13,ORD,IAH,0.09541597625492995,527.0,Difficult
YX,3468,2025-08-15,ORD,BGR,0.29723375458832246,314.0,Easy
UA,2361,2025-08-07,ORD,LAX,0.30041005552204886,429.0,Medium
UA,1941,2025-08-05,ORD,CVG,0.34575063966220543,193.0,Easy
UA,1996,2025-08-11,ORD,SJU,0.3868376222629953,60.0,Easy
UA,617,2025-08-03,ORD,CLT,0.3110187829268829,382.0,Easy
OO,5585,2025-08-14,ORD,ATW,0.3575740436942114,76.0,Easy
UA,587,2025-08-04,ORD,YUL,0.34262605277272623,100.0,Easy
UA,1834,2025-08-14,ORD,TPA,0.22951204248738047,519.0,Difficult
OO,4712,2025-08-14,ORD,ELP,0.272188393501942,429.0,Medium
G7,4436,2025-08-10,ORD,SGF,0.29457613902193336,415.0,Medium
UA,2487,2025-08-02,ORD,PHL,0.32685908430709865,412.0,Medium
UA,2154,2025-08-15,ORD,ROC,0.34545924897752184,116.0,Easy
UA,563,2025-08-07,ORD,EWR,0.27122484310848144,502.0,Difficult
UA,1269,2025-08-10,ORD,CLE,0.3166233299667103,306.0,Easy
YX,3603,2025-08-05,ORD,CMH,0.334437722675033,249.0,Easy
UA,1335,2025-08-08,ORD,BUF,0.25329513569838724,514.0,Difficult
UA,349,2025-08-11,ORD,BTV,0.3818189396804201,76.0,Easy
OO,5353,2025-08-09,ORD,GRR,0.3921524922913819,27.0,Easy
UA,1577,2025-08-09,ORD,SFO,0.36718094590516076,85.0,Easy
UA,2100,2025-08-09,ORD,SLC,0.34321391271406,180.0,Easy
UA,1347,2025-08-03,ORD,FLL,0.32941267866028306,293.0,Easy
UA,1531,2025-08-08,ORD,DSM,0.4236427774138237,21.0,Easy
OO,5843,2025-08-07,ORD,ECP,0.2818704178223893,479.0,Medium
UA,1801,2025-08-10,ORD,DEN,0.35258185033831635,129.0,Easy
OO,5868,2025-08-10,ORD,YWG,0.3099094417015267,352.0,Easy
YX,3409,2025-08-06,ORD,YOW,0.3468253896091008,172.0,Easy
UA,1502,2025-08-07,ORD,RDU,0.33574922767428317,281.0,Easy
UA,1634,2025-08-12,ORD,IAD,0.3579615742139094,47.0,Easy
UA,929,2025-08-04,ORD,LHR,0.2715048318362343,432.0,Medium
G7,4585,2025-08-08,ORD,DAY,0.3555617460581558,174.0,Easy
OO,4792,2025-08-14,ORD,ROA,0.32093931192791725,213.0,Easy
UA,1620,2025-08-06,ORD,SEA,0.40467165085856843,26.0,Easy
OO,5103,2025-08-15,ORD,JLN,0.24848728521855604,475.0,Medium
OO,5469,2025-08-06,ORD,SDF,0.3068350522723214,321.0,Easy
OO,4748,2025-08-12,ORD,ATW,0.34534611182547725,69.0,Easy
G7,4519,2025-08-09,ORD,SCE,0.38763789719708336,35.0,Easy
YX,3536,2025-08-08,ORD,YUL,0.33434231313743235,276.0,Easy
UA,1761,2025-08-04,ORD,FAT,0.30792073855971824,246.0,Easy
OO,5414,2025-08-10,ORD,MEM,0.32939219360259586,244.0,Easy
G7,4452,2025-08-06,ORD,RIC,0.3099978433656225,307.0,Easy
UA,422,2025-08-08,ORD,ATH,0.39604491275511083,48.0,Easy
UA,2278,2025-08-08,ORD,SEA,0.4177268271511299,23.0,Easy
UA,1967,2025-08-04,ORD,LAX,0.27178454394526175,429.0,Medium
UA,944,2025-08-15,ORD,FRA,0.4815403621596523,2.0,Easy
OO,5140,2025-08-06,ORD,CMX,0.2069391028621202,485.0,Medium
UA,1010,2025-08-06,ORD,DCA,0.21394615118781635,478.0,Medium
G7,4517,2025-08-04,ORD,SCE,0.34669883993008865,81.0,Easy
UA,2040,2025-08-02,ORD,DEN,0.410698045272374,64.0,Easy
OO,5643,2025-08-06,ORD,CAK,0.25741407653742204,445.0,Medium
UA,416,2025-08-02,ORD,MXP,0.41768965558659565,46.0,Easy
OO,4792,2025-08-13,ORD,ROA,0.3260546608364334,220.0,Easy
UA,2211,2025-08-02,ORD,SEA,0.4166671575800888,49.0,Easy
OO,5045,2025-08-03,ORD,RHI,0.32411111107367946,323.0,Easy
OO,5821,2025-08-02,ORD,MKE,0.3984753017802669,105.0,Easy
UA,2243,2025-08-01,ORD,RIC,0.38207645085088743,130.0,Easy
G7,4585,2025-08-12,ORD,DAY,0.3607539871364551,44.0,Easy
UA,2184,2025-08-02,ORD,EGE,0.3874379635445878,137.0,Easy
UA,445,2025-08-10,ORD,ANC,0.29310704832887274,422.0,Medium
OO,5821,2025-08-04,ORD,MKE,0.31333723009679193,227.0,Easy
OO,5601,2025-08-07,ORD,FNT,0.3840827279146322,68.0,Easy
OO,5219,2025-08-14,ORD,GRB,0.34270956982813544,128.0,Easy
OO,5118,2025-08-07,ORD,PLN,0.33484742575830617,285.0,Easy
OO,5988,2025-08-11,ORD,BWI,0.414637434303977,15.0,Easy
UA,416,2025-08-04,ORD,MXP,0.3901722362075339,13.0,Easy
OO,5323,2025-08-09,ORD,CID,0.2762189365828522,431.0,Medium
UA,1252,2025-08-13,ORD,DCA,0.17483987705505735,512.0,Difficult
OO,5593,2025-08-05,ORD,MEM,0.281325379221182,429.0,Medium
UA,1617,2025-08-08,ORD,PHL,0.3149238567801535,356.0,Easy
UA,920,2025-08-06,ORD,LHR,0.32146979357261896,260.0,Easy
G7,4529,2025-08-15,ORD,SGF,0.33382006769411793,158.0,Easy
OO,5280,2025-08-03,ORD,DSM,0.36941237651587966,101.0,Easy
UA,669,2025-08-11,ORD,AUS,0.3050570764943532,402.0,Easy
UA,1693,2025-08-04,ORD,DCA,0.24140794638898466,518.0,Difficult
OO,5234,2025-08-03,ORD,MKE,0.36206861812483393,132.0,Easy
UA,1677,2025-08-06,ORD,BOS,0.29277161189057066,370.0,Easy
UA,920,2025-08-02,ORD,LHR,0.3184736286186599,431.0,Medium
UA,1124,2025-08-02,ORD,IAH,0.45259308139353377,10.0,Easy
UA,2099,2025-08-05,ORD,IAH,0.3562838436913729,149.0,Easy
UA,2481,2025-08-03,ORD,SYR,0.349225711990719,194.0,Easy
UA,695,2025-08-08,ORD,SJU,0.3278897062232513,306.0,Easy
OO,5375,2025-08-03,ORD,GRB,0.35900529332042963,152.0,Easy
G7,4425,2025-08-13,ORD,GRR,0.34101616543315694,152.0,Easy
OO,5103,2025-08-04,ORD,JLN,0.3002078475912909,290.0,Easy
UA,1314,2025-08-06,ORD,IAH,0.38999327718291876,51.0,Easy
UA,1785,2025-08-01,ORD,EWR,0.29861441012903883,488.0,Difficult
UA,1347,2025-08-02,ORD,FLL,0.3268370031832406,413.0,Medium
OO,4739,2025-08-08,ORD,GRB,0.4142228146439723,27.0,Easy
UA,1168,2025-08-11,ORD,SFO,0.3582677356919772,159.0,Easy
UA,247,2025-08-03,ORD,OMA,0.32224113142749383,334.0,Easy
YX,3700,2025-08-15,ORD,BNA,0.2936537887612254,330.0,Easy
UA,1502,2025-08-15,ORD,RDU,0.36352628645378154,58.0,Easy
UA,556,2025-08-04,ORD,CLT,0.2416814667645647,517.0,Difficult
UA,2465,2025-08-15,ORD,ORF,0.359181434066978,68.0,Easy
UA,1974,2025-08-10,ORD,PWM,0.3015875457355543,387.0,Easy
YX,3440,2025-08-07,ORD,YYZ,0.2723539968755256,500.0,Difficult
UA,786,2025-08-03,ORD,BTV,0.3853313355072386,45.0,Easy
UA,2677,2025-08-09,ORD,IAD,0.2808569522081354,418.0,Medium
OO,5251,2025-08-11,ORD,ASE,0.24283103909904172,538.0,Difficult
UA,1564,2025-08-01,ORD,MSP,0.40699163482138717,50.0,Easy
UA,2672,2025-08-10,ORD,PNS,0.32161072084878467,279.0,Easy
G7,4549,2025-08-09,ORD,MLI,0.33442822483873463,222.0,Easy
UA,2417,2025-08-06,ORD,SAN,0.3347727287976757,215.0,Easy
UA,1347,2025-08-08,ORD,FLL,0.31422022427527946,360.0,Easy
UA,912,2025-08-03,ORD,KEF,0.3700640819723842,99.0,Easy
UA,2201,2025-08-09,ORD,MCO,0.3855526601356174,37.0,Easy
G7,4173,2025-08-01,ORD,AVL,0.29893281509749187,487.0,Difficult
UA,1304,2025-08-01,ORD,LAS,0.323790925868896,401.0,Easy
UA,1485,2025-08-12,ORD,SEA,0.3757654700326209,24.0,Easy
OO,5309,2025-08-12,ORD,FWA,0.3543069731388854,53.0,Easy
OO,5988,2025-08-07,ORD,BWI,0.30029226940904896,430.0,Medium
G7,4599,2025-08-07,ORD,BHM,0.3416391146094833,248.0,Easy
OO,5414,2025-08-12,ORD,MEM,0.3231930428346784,137.0,Easy
OO,5565,2025-08-07,ORD,CHO,0.3581155320609113,176.0,Easy
UA,2481,2025-08-10,ORD,SYR,0.34633322185444143,162.0,Easy
OO,5314,2025-08-02,ORD,LNK,0.38020519180852885,163.0,Easy
UA,2278,2025-08-10,ORD,SEA,0.35272044991514084,128.0,Easy
YX,3525,2025-08-06,ORD,YYZ,0.3161902823007724,279.0,Easy
OO,5517,2025-08-02,ORD,PVD,0.3587072468050014,270.0,Easy
OO,5420,2025-08-14,ORD,MLI,0.2897439632409703,370.0,Easy
UA,764,2025-08-12,ORD,YYC,0.33667285447841466,93.0,Easy
YX,3708,2025-08-03,ORD,BNA,0.285468132905176,462.0,Medium
G7,4584,2025-08-08,ORD,TUL,0.3504327365045108,198.0,Easy
OO,5122,2025-08-02,ORD,EAU,0.33548311767365313,383.0,Easy
G7,4588,2025-08-04,ORD,MDT,0.3202859084743658,198.0,Easy
UA,1859,2025-08-12,ORD,SNA,0.2890113685523271,270.0,Easy
UA,2683,2025-08-01,ORD,SAN,0.3504522291077503,294.0,Easy
OO,5380,2025-08-08,ORD,MSY,0.30673729726142185,391.0,Easy
UA,1742,2025-08-14,ORD,JAX,0.2841955918072798,387.0,Easy
UA,611,2025-08-01,ORD,SFO,0.29503059423214734,494.0,Difficult
UA,288,2025-08-10,ORD,SNN,0.2893060403917271,441.0,Medium
UA,1634,2025-08-04,ORD,IAD,0.3174274567498331,211.0,Easy
UA,2067,2025-08-11,ORD,BOS,0.3043106750835234,404.0,Easy
UA,1198,2025-08-01,ORD,CUN,0.336436040875644,360.0,Easy
UA,1328,2025-08-04,ORD,SMF,0.3099677003354854,239.0,Easy
OO,5447,2025-08-06,ORD,PVD,0.3317499815701299,226.0,Easy
UA,2389,2025-08-09,ORD,RSW,0.32010778571142423,282.0,Easy
UA,399,2025-08-09,ORD,BOS,0.33035831628047374,248.0,Easy
OO,5603,2025-08-03,ORD,FNT,0.32883615631225394,298.0,Easy
UA,580,2025-08-03,ORD,PDX,0.3309533037562959,281.0,Easy
UA,1361,2025-08-12,ORD,STL,0.39216320091644463,13.0,Easy
UA,1617,2025-08-01,ORD,PHL,0.36928567069510243,190.0,Easy
UA,2099,2025-08-12,ORD,IAH,0.3163716228261946,162.0,Easy
UA,2154,2025-08-07,ORD,ROC,0.3885263741933306,58.0,Easy
UA,2652,2025-08-15,ORD,RSW,0.1879066739765285,535.0,Difficult
OO,5499,2025-08-09,ORD,SBN,0.30852812640036853,332.0,Easy
OO,5353,2025-08-05,ORD,GRR,0.25768600540737485,466.0,Medium
UA,622,2025-08-13,ORD,DEN,0.3564625266895636,92.0,Easy
YX,3568,2025-08-03,ORD,YYZ,0.26608246183762746,502.0,Difficult
UA,1708,2025-08-04,ORD,CLE,0.2798161591347699,394.0,Easy
UA,2011,2025-08-15,ORD,YVR,0.3374295072710811,145.0,Easy
G7,4445,2025-08-06,ORD,BHM,0.3220318105000988,256.0,Easy
YX,3700,2025-08-13,ORD,BNA,0.2722928778648783,415.0,Medium
UA,1834,2025-08-02,ORD,TPA,0.37158858852984616,209.0,Easy
OO,5234,2025-08-05,ORD,MKE,0.3268638929216181,283.0,Easy
OO,5225,2025-08-07,ORD,MKE,0.3837239815453373,71.0,Easy
UA,2343,2025-08-11,ORD,IND,0.3482796569503693,201.0,Easy
OO,5637,2025-08-10,ORD,GRB,0.27214924620146386,491.0,Difficult
UA,2172,2025-08-04,ORD,FAI,0.3559433470884108,54.0,Easy
OO,4791,2025-08-07,ORD,SBN,0.3602909387999565,170.0,Easy
OO,5610,2025-08-13,ORD,CHO,0.30048902590007104,324.0,Easy
OO,5977,2025-08-15,ORD,ICT,0.27324366977884357,413.0,Medium
OO,5251,2025-08-13,ORD,ASE,0.20849324265152983,492.0,Difficult
OO,5045,2025-08-07,ORD,RHI,0.3790174866729202,89.0,Easy
OO,5568,2025-08-04,ORD,MLI,0.33350811588084056,132.0,Easy
G7,4458,2025-08-10,ORD,LIT,0.3387603548641207,194.0,Easy
UA,2172,2025-08-05,ORD,FAI,0.4109789003786419,18.0,Easy
OO,5568,2025-08-08,ORD,MLI,0.34816975168364017,206.0,Easy
OO,5099,2025-08-15,ORD,CIU,0.2546725312315862,467.0,Medium
OO,4748,2025-08-15,ORD,ATW,0.3876079385255511,23.0,Easy
UA,1156,2025-08-14,ORD,MSY,0.24301396765788683,503.0,Difficult
OO,5362,2025-08-06,ORD,MKE,0.2992418701180944,348.0,Easy
YX,3628,2025-08-08,ORD,IND,0.3710700968984316,112.0,Easy
UA,1785,2025-08-07,ORD,EWR,0.30212360395652205,427.0,Medium
UA,587,2025-08-12,ORD,YUL,0.29218366791615014,256.0,Easy
UA,2616,2025-08-13,ORD,PDX,0.32645707781038674,219.0,Easy
UA,2483,2025-08-14,ORD,IAH,0.32126697971123513,210.0,Easy
UA,275,2025-08-01,ORD,RAP,0.36530165265903747,208.0,Easy
UA,1314,2025-08-08,ORD,IAH,0.3819942313753341,80.0,Easy
YX,3601,2025-08-04,ORD,YYZ,0.265260443049531,452.0,Medium
UA,2202,2025-08-11,ORD,IAH,0.2870734953781541,465.0,Medium
OO,5763,2025-08-12,ORD,TUL,0.34531185994901237,70.0,Easy
G7,4184,2025-08-05,ORD,DAY,0.38130509577496424,66.0,Easy
UA,1381,2025-08-08,ORD,DCA,0.1865726869348041,545.0,Difficult
UA,907,2025-08-15,ORD,FRA,0.40050104085759114,15.0,Easy
UA,1620,2025-08-08,ORD,SEA,0.4156602659318352,26.0,Easy
G7,4431,2025-08-10,ORD,MSN,0.39401611941293085,24.0,Easy
OO,4809,2025-08-04,ORD,ICT,0.32466013129012444,183.0,Easy
OO,5251,2025-08-04,ORD,ASE,0.265225411761102,453.0,Medium
UA,3,2025-08-05,ORD,ZRH,0.37031960083451415,102.0,Easy
UA,1905,2025-08-07,ORD,PIT,0.3565945998365626,182.0,Easy
OO,5790,2025-08-13,ORD,CRW,0.3835391258664335,24.0,Easy
UA,2424,2025-08-05,ORD,RDU,0.379985762607314,70.0,Easy
OO,5505,2025-08-03,ORD,SBN,0.2590497636205132,512.0,Difficult
UA,307,2025-08-06,ORD,COS,0.33708762871332987,204.0,Easy
OO,5568,2025-08-09,ORD,MLI,0.31766507246618975,294.0,Easy
UA,2075,2025-08-03,ORD,TPA,0.3189621443461311,349.0,Easy
OO,5470,2025-08-08,ORD,GEG,0.2716422663217724,490.0,Difficult
UA,1198,2025-08-15,ORD,CUN,0.27166757268009384,418.0,Medium
OO,5021,2025-08-08,ORD,SUX,0.30827639724498335,384.0,Easy
OO,5405,2025-08-14,ORD,SCE,0.303750531029948,295.0,Easy
OO,5557,2025-08-06,ORD,OKC,0.2656989497162018,434.0,Medium
UA,1830,2025-08-15,ORD,DSM,0.3323571758730447,162.0,Easy
YX,3638,2025-08-10,ORD,CHS,0.3125809503662431,333.0,Easy
G7,4390,2025-08-05,ORD,CHA,0.327598093272021,279.0,Easy
YX,3690,2025-08-08,ORD,IND,0.313664839909889,365.0,Easy
OO,5260,2025-08-01,ORD,FSD,0.26706854263609836,531.0,Difficult
OO,5124,2025-08-10,ORD,EAU,0.24020735733075071,522.0,Difficult
UA,1301,2025-08-14,ORD,ICT,0.2794890476724427,405.0,Medium
UA,503,2025-08-05,ORD,DEN,0.36051006828288057,130.0,Easy
UA,1659,2025-08-08,ORD,CUN,0.3140448358256726,363.0,Easy
G7,4476,2025-08-05,ORD,CAE,0.2505219871260808,475.0,Medium
G7,4599,2025-08-13,ORD,BHM,0.30323315936355943,312.0,Easy
G7,4482,2025-08-11,ORD,TUL,0.33394487865416694,282.0,Easy
YX,3551,2025-08-13,ORD,SDF,0.26415920561285566,431.0,Medium
UA,2104,2025-08-11,ORD,BOS,0.2117889059747174,556.0,Difficult
OO,5344,2025-08-09,ORD,MBS,0.3424465410321825,187.0,Easy
UA,2657,2025-08-12,ORD,IAH,0.409966525890175,7.0,Easy
UA,2179,2025-08-07,ORD,SFO,0.3373186339982119,272.0,Easy
UA,2640,2025-08-01,ORD,DCA,0.2150766875929921,552.0,Difficult
UA,2394,2025-08-09,ORD,DEN,0.33232704161225696,239.0,Easy
